Date,region,AveragePrice
2015-05-03,Charlotte,1.8
2015-04-26,Charlotte,2.18
2015-04-19,Charlotte,2.06
2015-04-12,Charlotte,2.12
2015-04-05,Charlotte,2.08
2015-03-29,Charlotte,1.96
2015-03-22,Charlotte,1.9
2015-03-15,Charlotte,1.87
2015-03-08,Charlotte,1.84
2015-03-01,Charlotte,1.9
2015-02-22,Charlotte,1.9
2015-02-15,Charlotte,1.92
2015-02-08,Charlotte,1.87
2015-02-01,Charlotte,1.93
2015-01-25,Charlotte,2.29
2015-01-18,Charlotte,2.15
2015-01-11,Charlotte,2.29
2015-01-04,Charlotte,2.13
2015-12-27,Chicago,1.58
2015-12-20,Chicago,1.58
2015-12-13,Chicago,1.59
2015-12-06,Chicago,1.59
2015-11-29,Chicago,1.59
2015-11-22,Chicago,1.57
2015-11-15,Chicago,1.58
2015-11-08,Chicago,1.59
2015-11-01,Chicago,1.6
2015-10-25,Chicago,1.61
2015-10-18,Chicago,1.79
2015-10-11,Chicago,1.69
2015-10-04,Chicago,1.78
2015-09-27,Chicago,1.67
2015-09-20,Chicago,1.6
2015-09-13,Chicago,1.61
2015-09-06,Chicago,1.61
2015-08-30,Chicago,1.6
2015-08-23,Chicago,1.61
2015-08-16,Chicago,1.62
2015-08-09,Chicago,1.62
2015-08-02,Chicago,1.59
2015-07-26,Chicago,1.62
2015-07-19,Chicago,1.65
2015-07-12,Chicago,1.66
2015-07-05,Chicago,1.67
2015-06-28,Chicago,1.68
2015-06-21,Chicago,1.82
2015-06-14,Chicago,1.87
2015-06-07,Chicago,1.85
2015-05-31,Chicago,1.85
2015-05-24,Chicago,1.86
2015-05-17,Chicago,1.57
2015-05-10,Chicago,1.47
2015-05-03,Chicago,1.51
2015-04-26,Chicago,1.51
2015-04-19,Chicago,1.55
2015-04-12,Chicago,1.3
2015-04-05,Chicago,1.65
2015-03-29,Chicago,1.66
2015-03-22,Chicago,1.67
2015-03-15,Chicago,1.64
2015-03-08,Chicago,1.62
2015-03-01,Chicago,1.82
2015-02-22,Chicago,1.83
2015-02-15,Chicago,1.81
2015-02-08,Chicago,1.78
2015-02-01,Chicago,1.52
2015-01-25,Chicago,1.83
2015-01-18,Chicago,1.81
2015-01-11,Chicago,1.79
2015-01-04,Chicago,1.49
2015-12-27,CincinnatiDayton,1.43
2015-12-20,CincinnatiDayton,1.47
2015-12-13,CincinnatiDayton,1.32
2015-12-06,CincinnatiDayton,1.48
2015-11-29,CincinnatiDayton,1.5
2015-11-22,CincinnatiDayton,1.36
2015-11-15,CincinnatiDayton,1.2
2015-11-08,CincinnatiDayton,1.3
2015-11-01,CincinnatiDayton,1.61
2015-10-25,CincinnatiDayton,1.56
2015-10-18,CincinnatiDayton,1.5
2015-10-11,CincinnatiDayton,1.66
2015-10-04,CincinnatiDayton,1.54
2015-09-27,CincinnatiDayton,1.46
2015-09-20,CincinnatiDayton,1.58
2015-09-13,CincinnatiDayton,1.59
2015-09-06,CincinnatiDayton,1.62
2015-08-30,CincinnatiDayton,1.56
2015-08-23,CincinnatiDayton,1.58
2015-08-16,CincinnatiDayton,1.66
2015-08-09,CincinnatiDayton,1.59
2015-08-02,CincinnatiDayton,1.62
2015-07-26,CincinnatiDayton,1.63
2015-07-19,CincinnatiDayton,1.66
2015-07-12,CincinnatiDayton,1.56
2015-07-05,CincinnatiDayton,1.59
2015-06-28,CincinnatiDayton,1.49
2015-06-21,CincinnatiDayton,1.39
2015-06-14,CincinnatiDayton,1.34
2015-06-07,CincinnatiDayton,1.46
2015-05-31,CincinnatiDayton,1.47
2015-05-24,CincinnatiDayton,1.48
2015-05-17,CincinnatiDayton,1.27
2015-05-10,CincinnatiDayton,1.43
2015-05-03,CincinnatiDayton,1.42
2015-04-26,CincinnatiDayton,1.36
2015-04-19,CincinnatiDayton,1.46
2015-04-12,CincinnatiDayton,1.49
2015-04-05,CincinnatiDayton,1.22
2015-03-29,CincinnatiDayton,1.27
2015-03-22,CincinnatiDayton,1.25
2015-03-15,CincinnatiDayton,1.22
2015-03-08,CincinnatiDayton,1.17
2015-03-01,CincinnatiDayton,1.24
2015-02-22,CincinnatiDayton,1.23
2015-02-15,CincinnatiDayton,1.22
2015-02-08,CincinnatiDayton,1.24
2015-02-01,CincinnatiDayton,1.19
2015-01-25,CincinnatiDayton,1.26
2015-01-18,CincinnatiDayton,1.37
2015-01-11,CincinnatiDayton,1.32
2015-01-04,CincinnatiDayton,1.34
2015-12-27,Columbus,1.53
2015-12-20,Columbus,1.67
2015-12-13,Columbus,1.59
2015-12-06,Columbus,1.52
2015-11-29,Columbus,1.48
2015-11-22,Columbus,1.48
2015-11-15,Columbus,1.48
2015-11-08,Columbus,1.4
2015-11-01,Columbus,1.47
2015-10-25,Columbus,1.44
2015-10-18,Columbus,1.36
2015-10-11,Columbus,1.27
2015-10-04,Columbus,1.49
2015-09-27,Columbus,1.67
2015-09-20,Columbus,1.82
2015-09-13,Columbus,1.74
2015-09-06,Columbus,1.64
2015-08-30,Columbus,1.48
2015-08-23,Columbus,1.66
2015-08-16,Columbus,2.08
2015-08-09,Columbus,1.98
2015-08-02,Columbus,1.8
2015-07-26,Columbus,1.31
2015-07-19,Columbus,1.46
2015-07-12,Columbus,1.01
2015-07-05,Columbus,1.31
2015-06-28,Columbus,1.35
2015-06-21,Columbus,1.35
2015-06-14,Columbus,1.5
2015-06-07,Columbus,1.21
2015-05-31,Columbus,1.49
2015-05-24,Columbus,1.51
2015-05-17,Columbus,1.21
2015-05-10,Columbus,0.81
2015-05-03,Columbus,0.89
2015-04-26,Columbus,1.57
2015-04-19,Columbus,1.47
2015-04-12,Columbus,1.66
2015-04-05,Columbus,1.38
2015-03-29,Columbus,1.79
2015-03-22,Columbus,1.91
2015-03-15,Columbus,1.65
2015-03-08,Columbus,1.84
2015-03-01,Columbus,1.86
2015-02-22,Columbus,1.79
2015-02-15,Columbus,1.64
2015-02-08,Columbus,1.78
2015-02-01,Columbus,1.63
2015-01-25,Columbus,1.67
2015-01-18,Columbus,1.84
2015-01-11,Columbus,1.68
2015-01-04,Columbus,1.44
2015-12-27,DallasFtWorth,1.33
2015-12-20,DallasFtWorth,1.38
2015-12-13,DallasFtWorth,1.43
2015-12-06,DallasFtWorth,1.48
2015-11-29,DallasFtWorth,1.46
2015-11-22,DallasFtWorth,1.46
2015-11-15,DallasFtWorth,1.36
2015-11-08,DallasFtWorth,1.46
2015-11-01,DallasFtWorth,1.41
2015-10-25,DallasFtWorth,1.48
2015-10-18,DallasFtWorth,1.39
2015-10-11,DallasFtWorth,1.48
2015-10-04,DallasFtWorth,1.49
2015-09-27,DallasFtWorth,1.48
2015-09-20,DallasFtWorth,1.47
2015-09-13,DallasFtWorth,1.48
2015-09-06,DallasFtWorth,1.46
2015-08-30,DallasFtWorth,1.36
2015-08-23,DallasFtWorth,1.36
2015-08-16,DallasFtWorth,1.45
2015-08-09,DallasFtWorth,1.4
2015-08-02,DallasFtWorth,1.31
2015-07-26,DallasFtWorth,1.14
2015-07-19,DallasFtWorth,1.29
2015-07-12,DallasFtWorth,1.27
2015-07-05,DallasFtWorth,1.3
2015-06-28,DallasFtWorth,1.33
2015-06-21,DallasFtWorth,1.37
2015-06-14,DallasFtWorth,1.35
2015-06-07,DallasFtWorth,1.35
2015-05-31,DallasFtWorth,1.38
2015-05-24,DallasFtWorth,1.36
2015-05-17,DallasFtWorth,1.35
2015-05-10,DallasFtWorth,1.39
2015-05-03,DallasFtWorth,1.37
2015-04-26,DallasFtWorth,1.34
2015-04-19,DallasFtWorth,1.35
2015-04-12,DallasFtWorth,1.39
2015-04-05,DallasFtWorth,1.36
2015-03-29,DallasFtWorth,1.36
2015-03-22,DallasFtWorth,1.29
2015-03-15,DallasFtWorth,1.34
2015-03-08,DallasFtWorth,1.39
2015-03-01,DallasFtWorth,1.29
2015-02-22,DallasFtWorth,1.38
2015-02-15,DallasFtWorth,1.41
2015-02-08,DallasFtWorth,1.35
2015-02-01,DallasFtWorth,1.24
2015-01-25,DallasFtWorth,1.34
2015-01-18,DallasFtWorth,1.28
2015-01-11,DallasFtWorth,1.35
2015-01-04,DallasFtWorth,1.35
2015-12-27,Denver,1.43
2015-12-20,Denver,1.35
2015-12-13,Denver,1.36
2015-12-06,Denver,0.92
2015-11-29,Denver,0.88
2015-11-22,Denver,1.39
2015-11-15,Denver,1.33
2015-11-08,Denver,1.14
2015-11-01,Denver,1.26
2015-10-25,Denver,1.27
2015-10-18,Denver,1.3
2015-10-11,Denver,1.28
2015-10-04,Denver,1.25
2015-09-27,Denver,1.35
2015-09-20,Denver,1.36
2015-09-13,Denver,1.36
2015-09-06,Denver,1.43
2015-08-30,Denver,1.45
2015-08-23,Denver,1.46
2015-08-16,Denver,1.45
2015-08-09,Denver,1.44
2015-08-02,Denver,1.43
2015-07-26,Denver,1.43
2015-07-19,Denver,1.45
2015-07-12,Denver,1.44
2015-07-05,Denver,1.42
2015-06-28,Denver,1.44
2015-06-21,Denver,1.43
2015-06-14,Denver,1.44
2015-06-07,Denver,1.44
2015-05-31,Denver,1.43
2015-05-24,Denver,1.43
2015-05-17,Denver,1.22
2015-05-10,Denver,1.23
2015-05-03,Denver,1.03
2015-04-26,Denver,1.03
2015-04-19,Denver,1.44
2015-04-12,Denver,1.42
2015-04-05,Denver,1.42
2015-03-29,Denver,1.44
2015-03-22,Denver,1.39
2015-03-15,Denver,1.12
2015-03-08,Denver,1.09
2015-03-01,Denver,1.27
2015-02-22,Denver,1.4
2015-02-15,Denver,1.44
2015-02-08,Denver,1.4
2015-02-01,Denver,1.29
2015-01-25,Denver,1.33
2015-01-18,Denver,1.1
2015-01-11,Denver,1.28
2015-01-04,Denver,1.42
2015-12-27,Detroit,1.61
2015-12-20,Detroit,1.8
2015-12-13,Detroit,1.53
2015-12-06,Detroit,1.8
2015-11-29,Detroit,1.81
2015-11-22,Detroit,1.84
2015-11-15,Detroit,1.84
2015-11-08,Detroit,1.74
2015-11-01,Detroit,1.85
2015-10-25,Detroit,1.8
2015-10-18,Detroit,1.65
2015-10-11,Detroit,1.61
2015-10-04,Detroit,1.81
2015-09-27,Detroit,1.71
2015-09-20,Detroit,1.86
2015-09-13,Detroit,1.81
2015-09-06,Detroit,1.47
2015-08-30,Detroit,1.32
2015-08-23,Detroit,1.43
2015-08-16,Detroit,1.74
2015-08-09,Detroit,1.85
2015-08-02,Detroit,1.66
2015-07-26,Detroit,1.28
2015-07-19,Detroit,1.24
2015-07-12,Detroit,1.01
2015-07-05,Detroit,1.47
2015-06-28,Detroit,1.56
2015-06-21,Detroit,1.64
2015-06-14,Detroit,1.37
2015-06-07,Detroit,1.28
2015-05-31,Detroit,1.55
2015-05-24,Detroit,1.61
2015-05-17,Detroit,1.34
2015-05-10,Detroit,1.09
2015-05-03,Detroit,1.37
2015-04-26,Detroit,1.63
2015-04-19,Detroit,1.59
2015-04-12,Detroit,1.72
2015-04-05,Detroit,1.51
2015-03-29,Detroit,1.74
2015-03-22,Detroit,1.78
2015-03-15,Detroit,1.49
2015-03-08,Detroit,1.83
2015-03-01,Detroit,1.92
2015-02-22,Detroit,1.85
2015-02-15,Detroit,1.82
2015-02-08,Detroit,1.86
2015-02-01,Detroit,1.55
2015-01-25,Detroit,1.62
2015-01-18,Detroit,1.9
2015-01-11,Detroit,1.87
2015-01-04,Detroit,1.7
2015-12-27,GrandRapids,1.67
2015-12-20,GrandRapids,1.66
2015-12-13,GrandRapids,1.55
2015-12-06,GrandRapids,1.64
2015-11-29,GrandRapids,1.66
2015-11-22,GrandRapids,1.66
2015-11-15,GrandRapids,1.65
2015-11-08,GrandRapids,1.64
2015-11-01,GrandRapids,1.6
2015-10-25,GrandRapids,1.57
2015-10-18,GrandRapids,1.61
2015-10-11,GrandRapids,1.74
2015-10-04,GrandRapids,1.69
2015-09-27,GrandRapids,1.68
2015-09-20,GrandRapids,1.69
2015-09-13,GrandRapids,1.68
2015-09-06,GrandRapids,1.68
2015-08-30,GrandRapids,1.68
2015-08-23,GrandRapids,1.49
2015-08-16,GrandRapids,1.64
2015-08-09,GrandRapids,1.76
2015-08-02,GrandRapids,1.63
2015-07-26,GrandRapids,1.86
2015-07-19,GrandRapids,1.9
2015-07-12,GrandRapids,1.86
2015-07-05,GrandRapids,1.84
2015-06-28,GrandRapids,1.92
2015-06-21,GrandRapids,1.93
2015-06-14,GrandRapids,1.8
2015-06-07,GrandRapids,1.7
2015-05-31,GrandRapids,1.85
2015-05-24,GrandRapids,1.83
2015-05-17,GrandRapids,1.85
2015-05-10,GrandRapids,1.22
2015-05-03,GrandRapids,1.61
2015-04-26,GrandRapids,1.79
2015-04-19,GrandRapids,1.59
2015-04-12,GrandRapids,1.86
2015-04-05,GrandRapids,1.83
2015-03-29,GrandRapids,1.87
2015-03-22,GrandRapids,2.01
2015-03-15,GrandRapids,1.87
2015-03-08,GrandRapids,1.78
2015-03-01,GrandRapids,1.84
2015-02-22,GrandRapids,1.89
2015-02-15,GrandRapids,1.88
2015-02-08,GrandRapids,1.79
2015-02-01,GrandRapids,1.98
2015-01-25,GrandRapids,2.01
2015-01-18,GrandRapids,1.88
2015-01-11,GrandRapids,1.87
2015-01-04,GrandRapids,1.6
2015-12-27,GreatLakes,1.49
2015-12-20,GreatLakes,1.55
2015-12-13,GreatLakes,1.53
2015-12-06,GreatLakes,1.6
2015-11-29,GreatLakes,1.61
2015-11-22,GreatLakes,1.57
2015-11-15,GreatLakes,1.54
2015-11-08,GreatLakes,1.54
2015-11-01,GreatLakes,1.59
2015-10-25,GreatLakes,1.58
2015-10-18,GreatLakes,1.6
2015-10-11,GreatLakes,1.6
2015-10-04,GreatLakes,1.67
2015-09-27,GreatLakes,1.66
2015-09-20,GreatLakes,1.68
2015-09-13,GreatLakes,1.67
2015-09-06,GreatLakes,1.61
2015-08-30,GreatLakes,1.56
2015-08-23,GreatLakes,1.59
2015-08-16,GreatLakes,1.72
2015-08-09,GreatLakes,1.7
2015-08-02,GreatLakes,1.64
2015-07-26,GreatLakes,1.5
2015-07-19,GreatLakes,1.48
2015-07-12,GreatLakes,1.4
2015-07-05,GreatLakes,1.54
2015-06-28,GreatLakes,1.59
2015-06-21,GreatLakes,1.62
2015-06-14,GreatLakes,1.58
2015-06-07,GreatLakes,1.55
2015-05-31,GreatLakes,1.65
2015-05-24,GreatLakes,1.66
2015-05-17,GreatLakes,1.44
2015-05-10,GreatLakes,1.13
2015-05-03,GreatLakes,1.22
2015-04-26,GreatLakes,1.55
2015-04-19,GreatLakes,1.57
2015-04-12,GreatLakes,1.42
2015-04-05,GreatLakes,1.51
2015-03-29,GreatLakes,1.62
2015-03-22,GreatLakes,1.63
2015-03-15,GreatLakes,1.55
2015-03-08,GreatLakes,1.6
2015-03-01,GreatLakes,1.69
2015-02-22,GreatLakes,1.68
2015-02-15,GreatLakes,1.65
2015-02-08,GreatLakes,1.64
2015-02-01,GreatLakes,1.53
2015-01-25,GreatLakes,1.63
2015-01-18,GreatLakes,1.73
2015-01-11,GreatLakes,1.69
2015-01-04,GreatLakes,1.54
2015-12-27,HarrisburgScranton,1.45
2015-12-20,HarrisburgScranton,2.09
2015-12-13,HarrisburgScranton,2.0
2015-12-06,HarrisburgScranton,1.3
2015-11-29,HarrisburgScranton,1.4
2015-11-22,HarrisburgScranton,1.47
2015-11-15,HarrisburgScranton,1.92
2015-11-08,HarrisburgScranton,1.99
2015-11-01,HarrisburgScranton,2.02
2015-10-25,HarrisburgScranton,1.79
2015-10-18,HarrisburgScranton,1.48
2015-10-11,HarrisburgScranton,1.49
2015-10-04,HarrisburgScranton,2.02
2015-09-27,HarrisburgScranton,2.24
2015-09-20,HarrisburgScranton,1.94
2015-09-13,HarrisburgScranton,1.84
2015-09-06,HarrisburgScranton,1.68
2015-08-30,HarrisburgScranton,1.73
2015-08-23,HarrisburgScranton,1.7
2015-08-16,HarrisburgScranton,1.88
2015-08-09,HarrisburgScranton,1.69
2015-08-02,HarrisburgScranton,1.96
2015-07-26,HarrisburgScranton,2.06
2015-07-19,HarrisburgScranton,1.92
2015-07-12,HarrisburgScranton,1.92
2015-07-05,HarrisburgScranton,2.01
2015-06-28,HarrisburgScranton,1.85
2015-06-21,HarrisburgScranton,1.9
2015-06-14,HarrisburgScranton,1.83
2015-06-07,HarrisburgScranton,1.84
2015-05-31,HarrisburgScranton,1.83
2015-05-24,HarrisburgScranton,1.84
2015-05-17,HarrisburgScranton,1.88
2015-05-10,HarrisburgScranton,1.78
2015-05-03,HarrisburgScranton,1.84
2015-04-26,HarrisburgScranton,1.81
2015-04-19,HarrisburgScranton,1.88
2015-04-12,HarrisburgScranton,1.79
2015-04-05,HarrisburgScranton,1.75
2015-03-29,HarrisburgScranton,1.79
2015-03-22,HarrisburgScranton,2.09
2015-03-15,HarrisburgScranton,1.72
2015-03-08,HarrisburgScranton,1.6
2015-03-01,HarrisburgScranton,1.74
2015-02-22,HarrisburgScranton,1.68
2015-02-15,HarrisburgScranton,1.65
2015-02-08,HarrisburgScranton,1.67
2015-02-01,HarrisburgScranton,1.65
2015-01-25,HarrisburgScranton,1.8
2015-01-18,HarrisburgScranton,1.94
2015-01-11,HarrisburgScranton,1.65
2015-01-04,HarrisburgScranton,1.68
2015-12-27,HartfordSpringfield,2.32
2015-12-20,HartfordSpringfield,2.24
2015-12-13,HartfordSpringfield,2.34
2015-12-06,HartfordSpringfield,2.16
2015-11-29,HartfordSpringfield,2.33
2015-11-22,HartfordSpringfield,2.31
2015-11-15,HartfordSpringfield,2.23
2015-11-08,HartfordSpringfield,2.14
2015-11-01,HartfordSpringfield,1.96
2015-10-25,HartfordSpringfield,1.98
2015-10-18,HartfordSpringfield,2.18
2015-10-11,HartfordSpringfield,2.27
2015-10-04,HartfordSpringfield,2.3
2015-09-27,HartfordSpringfield,2.41
2015-09-20,HartfordSpringfield,2.31
2015-09-13,HartfordSpringfield,2.36
2015-09-06,HartfordSpringfield,2.37
2015-08-30,HartfordSpringfield,2.33
2015-08-23,HartfordSpringfield,2.31
2015-08-16,HartfordSpringfield,2.39
2015-08-09,HartfordSpringfield,2.31
2015-08-02,HartfordSpringfield,2.42
2015-07-26,HartfordSpringfield,2.39
2015-07-19,HartfordSpringfield,2.45
2015-07-12,HartfordSpringfield,2.38
2015-07-05,HartfordSpringfield,2.4
2015-06-28,HartfordSpringfield,2.31
2015-06-21,HartfordSpringfield,2.4
2015-06-14,HartfordSpringfield,2.25
2015-06-07,HartfordSpringfield,2.34
2015-05-31,HartfordSpringfield,2.24
2015-05-24,HartfordSpringfield,2.36
2015-05-17,HartfordSpringfield,2.3
2015-05-10,HartfordSpringfield,2.31
2015-05-03,HartfordSpringfield,1.55
2015-04-26,HartfordSpringfield,2.24
2015-04-19,HartfordSpringfield,2.27
2015-04-12,HartfordSpringfield,2.16
2015-04-05,HartfordSpringfield,2.18
2015-03-29,HartfordSpringfield,2.27
2015-03-22,HartfordSpringfield,2.18
2015-03-15,HartfordSpringfield,2.26
2015-03-08,HartfordSpringfield,2.18
2015-03-01,HartfordSpringfield,2.17
2015-02-22,HartfordSpringfield,2.38
2015-02-15,HartfordSpringfield,2.13
2015-02-08,HartfordSpringfield,2.37
2015-02-01,HartfordSpringfield,1.54
2015-01-25,HartfordSpringfield,2.21
2015-01-18,HartfordSpringfield,2.35
2015-01-11,HartfordSpringfield,2.28
2015-01-04,HartfordSpringfield,2.32
2015-12-27,Houston,1.31
2015-12-20,Houston,1.27
2015-12-13,Houston,1.35
2015-12-06,Houston,1.49
2015-11-29,Houston,1.51
2015-11-22,Houston,1.5
2015-11-15,Houston,1.5
2015-11-08,Houston,1.44
2015-11-01,Houston,1.49
2015-10-25,Houston,1.48
2015-10-18,Houston,1.48
2015-10-11,Houston,1.48
2015-10-04,Houston,1.48
2015-09-27,Houston,1.47
2015-09-20,Houston,1.47
2015-09-13,Houston,1.41
2015-09-06,Houston,1.36
2015-08-30,Houston,1.22
2015-08-23,Houston,1.26
2015-08-16,Houston,1.35
2015-08-09,Houston,1.29
2015-08-02,Houston,1.17
2015-07-26,Houston,1.19
2015-07-19,Houston,1.21
2015-07-12,Houston,1.17
2015-07-05,Houston,1.17
2015-06-28,Houston,1.21
2015-06-21,Houston,1.22
2015-06-14,Houston,1.21
2015-06-07,Houston,1.19
2015-05-31,Houston,1.23
2015-05-24,Houston,1.26
2015-05-17,Houston,1.25
2015-05-10,Houston,1.28
2015-05-03,Houston,1.26
2015-04-26,Houston,1.26
2015-04-19,Houston,1.26
2015-04-12,Houston,1.26
2015-04-05,Houston,1.25
2015-03-29,Houston,1.24
2015-03-22,Houston,1.24
2015-03-15,Houston,1.27
2015-03-08,Houston,1.31
2015-03-01,Houston,1.2
2015-02-22,Houston,1.26
2015-02-15,Houston,1.29
2015-02-08,Houston,1.25
2015-02-01,Houston,1.15
2015-01-25,Houston,1.24
2015-01-18,Houston,1.2
2015-01-11,Houston,1.26
2015-01-04,Houston,1.22
2015-12-27,Indianapolis,1.49
2015-12-20,Indianapolis,1.61
2015-12-13,Indianapolis,1.35
2015-12-06,Indianapolis,1.31
2015-11-29,Indianapolis,1.52
2015-11-22,Indianapolis,1.57
2015-11-15,Indianapolis,1.54
2015-11-08,Indianapolis,1.57
2015-11-01,Indianapolis,1.55
2015-10-25,Indianapolis,1.62
2015-10-18,Indianapolis,1.46
2015-10-11,Indianapolis,1.4
2015-10-04,Indianapolis,1.53
2015-09-27,Indianapolis,1.66
2015-09-20,Indianapolis,1.7
2015-09-13,Indianapolis,1.64
2015-09-06,Indianapolis,1.62
2015-08-30,Indianapolis,1.66
2015-08-23,Indianapolis,1.69
2015-08-16,Indianapolis,1.79
2015-08-09,Indianapolis,1.77
2015-08-02,Indianapolis,1.65
2015-07-26,Indianapolis,1.11
2015-07-19,Indianapolis,0.99
2015-07-12,Indianapolis,1.19
2015-07-05,Indianapolis,1.11
2015-06-28,Indianapolis,1.58
2015-06-21,Indianapolis,1.8
2015-06-14,Indianapolis,1.57
2015-06-07,Indianapolis,1.45
2015-05-31,Indianapolis,1.56
2015-05-24,Indianapolis,1.65
2015-05-17,Indianapolis,1.19
2015-05-10,Indianapolis,1.08
2015-05-03,Indianapolis,1.3
2015-04-26,Indianapolis,1.69
2015-04-19,Indianapolis,1.78
2015-04-12,Indianapolis,1.76
2015-04-05,Indianapolis,1.49
2015-03-29,Indianapolis,1.81
2015-03-22,Indianapolis,1.95
2015-03-15,Indianapolis,1.78
2015-03-08,Indianapolis,1.69
2015-03-01,Indianapolis,1.79
2015-02-22,Indianapolis,1.87
2015-02-15,Indianapolis,1.77
2015-02-08,Indianapolis,1.68
2015-02-01,Indianapolis,1.69
2015-01-25,Indianapolis,1.78
2015-01-18,Indianapolis,1.96
2015-01-11,Indianapolis,1.83
2015-01-04,Indianapolis,1.63
2015-12-27,Jacksonville,1.82
2015-12-20,Jacksonville,1.83
2015-12-13,Jacksonville,1.9
2015-12-06,Jacksonville,1.76
2015-11-29,Jacksonville,1.87
2015-11-22,Jacksonville,1.9
2015-11-15,Jacksonville,1.88
2015-11-08,Jacksonville,1.83
2015-11-01,Jacksonville,1.82
2015-10-25,Jacksonville,1.89
2015-10-18,Jacksonville,2.26
2015-10-11,Jacksonville,2.11
2015-10-04,Jacksonville,2.14
2015-09-27,Jacksonville,2.31
2015-09-20,Jacksonville,2.11
2015-09-13,Jacksonville,2.18
2015-09-06,Jacksonville,2.07
2015-08-30,Jacksonville,1.93
2015-08-23,Jacksonville,1.82
2015-08-16,Jacksonville,1.69
2015-08-09,Jacksonville,2.19
2015-08-02,Jacksonville,2.21
2015-07-26,Jacksonville,1.83
2015-07-19,Jacksonville,1.63
2015-07-12,Jacksonville,1.91
2015-07-05,Jacksonville,1.87
2015-06-28,Jacksonville,1.95
2015-06-21,Jacksonville,1.92
2015-06-14,Jacksonville,1.88
2015-06-07,Jacksonville,1.64
2015-05-31,Jacksonville,1.83
2015-05-24,Jacksonville,1.83
2015-05-17,Jacksonville,1.75
2015-05-10,Jacksonville,1.81
2015-05-03,Jacksonville,1.82
2015-04-26,Jacksonville,1.88
2015-04-19,Jacksonville,1.82
2015-04-12,Jacksonville,1.89
2015-04-05,Jacksonville,1.81
2015-03-29,Jacksonville,1.76
2015-03-22,Jacksonville,1.78
2015-03-15,Jacksonville,1.86
2015-03-08,Jacksonville,1.81
2015-03-01,Jacksonville,1.75
2015-02-22,Jacksonville,1.77
2015-02-15,Jacksonville,1.82
2015-02-08,Jacksonville,1.71
2015-02-01,Jacksonville,1.76
2015-01-25,Jacksonville,1.88
2015-01-18,Jacksonville,1.82
2015-01-11,Jacksonville,1.91
2015-01-04,Jacksonville,1.81
2015-12-27,LasVegas,1.94
2015-12-20,LasVegas,1.99
2015-12-13,LasVegas,1.89
2015-12-06,LasVegas,1.97
2015-11-29,LasVegas,2.17
2015-11-22,LasVegas,2.03
2015-11-15,LasVegas,2.05
2015-11-08,LasVegas,1.96
2015-11-01,LasVegas,1.88
2015-10-25,LasVegas,2.16
2015-10-18,LasVegas,2.21
2015-10-11,LasVegas,2.22
2015-10-04,LasVegas,2.31
2015-09-27,LasVegas,1.85
2015-09-20,LasVegas,2.4
2015-09-13,LasVegas,2.34
2015-09-06,LasVegas,2.14
2015-08-30,LasVegas,1.75
2015-08-23,LasVegas,1.62
2015-08-16,LasVegas,1.63
2015-08-09,LasVegas,1.82
2015-08-02,LasVegas,1.8
2015-07-26,LasVegas,1.85
2015-07-19,LasVegas,1.92
2015-07-12,LasVegas,2.09
2015-07-05,LasVegas,1.6
2015-06-28,LasVegas,1.54
2015-06-21,LasVegas,1.51
2015-06-14,LasVegas,1.44
2015-06-07,LasVegas,1.43
2015-05-31,LasVegas,1.35
2015-05-24,LasVegas,1.33
2015-05-17,LasVegas,1.35
2015-05-10,LasVegas,1.34
2015-05-03,LasVegas,1.41
2015-04-26,LasVegas,1.76
2015-04-19,LasVegas,1.43
2015-04-12,LasVegas,1.56
2015-04-05,LasVegas,1.67
2015-03-29,LasVegas,1.43
2015-03-22,LasVegas,1.46
2015-03-15,LasVegas,1.89
2015-03-08,LasVegas,1.78
2015-03-01,LasVegas,1.61
2015-02-22,LasVegas,1.79
2015-02-15,LasVegas,1.79
2015-02-08,LasVegas,1.68
2015-02-01,LasVegas,1.6
2015-01-25,LasVegas,1.66
2015-01-18,LasVegas,1.63
2015-01-11,LasVegas,1.54
2015-01-04,LasVegas,1.5
2015-12-27,LosAngeles,1.21
2015-12-20,LosAngeles,1.11
2015-12-13,LosAngeles,1.14
2015-12-06,LosAngeles,1.23
2015-11-29,LosAngeles,1.33
2015-11-22,LosAngeles,1.34
2015-11-15,LosAngeles,1.31
2015-11-08,LosAngeles,1.42
2015-11-01,LosAngeles,1.36
2015-10-25,LosAngeles,1.41
2015-10-18,LosAngeles,1.62
2015-10-11,LosAngeles,1.72
2015-10-04,LosAngeles,1.68
2015-09-27,LosAngeles,1.51
2015-09-20,LosAngeles,1.57
2015-09-13,LosAngeles,1.66
2015-09-06,LosAngeles,1.6
2015-08-30,LosAngeles,1.58
2015-08-23,LosAngeles,1.52
2015-08-16,LosAngeles,1.55
2015-08-09,LosAngeles,1.61
2015-08-02,LosAngeles,1.63
2015-07-26,LosAngeles,1.53
2015-07-19,LosAngeles,1.56
2015-07-12,LosAngeles,1.59
2015-07-05,LosAngeles,1.46
2015-06-28,LosAngeles,1.47
2015-06-21,LosAngeles,1.46
2015-06-14,LosAngeles,1.44
2015-06-07,LosAngeles,1.42
2015-05-31,LosAngeles,1.4
2015-05-24,LosAngeles,1.42
2015-05-17,LosAngeles,1.41
2015-05-10,LosAngeles,1.39
2015-05-03,LosAngeles,1.36
2015-04-26,LosAngeles,1.4
2015-04-19,LosAngeles,1.41
