,region,AveragePrice,Date_object
8679,HarrisburgScranton,1.14,2018-01-21
8680,HarrisburgScranton,1.25,2018-01-14
8681,HarrisburgScranton,1.33,2018-01-07
8682,HartfordSpringfield,1.44,2018-03-25
8683,HartfordSpringfield,1.43,2018-03-18
8684,HartfordSpringfield,1.42,2018-03-11
8685,HartfordSpringfield,1.17,2018-03-04
8686,HartfordSpringfield,1.45,2018-02-25
8687,HartfordSpringfield,1.42,2018-02-18
8688,HartfordSpringfield,1.48,2018-02-11
8689,HartfordSpringfield,1.38,2018-02-04
8690,HartfordSpringfield,1.18,2018-01-28
8691,HartfordSpringfield,1.18,2018-01-21
8692,HartfordSpringfield,1.53,2018-01-14
8693,HartfordSpringfield,1.52,2018-01-07
8694,Houston,0.56,2018-03-25
8695,Houston,0.79,2018-03-18
8696,Houston,0.83,2018-03-11
8697,Houston,0.71,2018-03-04
8698,Houston,0.67,2018-02-25
8699,Houston,0.68,2018-02-18
8700,Houston,0.58,2018-02-11
8701,Houston,0.56,2018-02-04
8702,Houston,0.71,2018-01-28
8703,Houston,0.78,2018-01-21
8704,Houston,0.95,2018-01-14
8705,Houston,0.8,2018-01-07
8706,Indianapolis,1.05,2018-03-25
8707,Indianapolis,1.01,2018-03-18
8708,Indianapolis,1.0,2018-03-11
8709,Indianapolis,1.09,2018-03-04
8710,Indianapolis,1.06,2018-02-25
8711,Indianapolis,0.91,2018-02-18
8712,Indianapolis,0.81,2018-02-11
8713,Indianapolis,0.79,2018-02-04
8714,Indianapolis,0.92,2018-01-28
8715,Indianapolis,1.03,2018-01-21
8716,Indianapolis,1.2,2018-01-14
8717,Indianapolis,0.95,2018-01-07
8718,Jacksonville,1.3,2018-03-25
8719,Jacksonville,1.12,2018-03-18
8720,Jacksonville,1.16,2018-03-11
8721,Jacksonville,1.12,2018-03-04
8722,Jacksonville,1.27,2018-02-25
8723,Jacksonville,1.31,2018-02-18
8724,Jacksonville,0.99,2018-02-11
8725,Jacksonville,0.96,2018-02-04
8726,Jacksonville,1.33,2018-01-28
8727,Jacksonville,1.14,2018-01-21
8728,Jacksonville,1.41,2018-01-14
8729,Jacksonville,1.2,2018-01-07
8730,LasVegas,1.01,2018-03-25
8731,LasVegas,1.17,2018-03-18
8732,LasVegas,1.18,2018-03-11
8733,LasVegas,1.05,2018-03-04
8734,LasVegas,1.05,2018-02-25
8735,LasVegas,1.13,2018-02-18
8736,LasVegas,0.9,2018-02-11
8737,LasVegas,0.88,2018-02-04
8738,LasVegas,1.04,2018-01-28
8739,LasVegas,1.05,2018-01-21
8740,LasVegas,1.16,2018-01-14
8741,LasVegas,1.05,2018-01-07
8742,LosAngeles,1.02,2018-03-25
8743,LosAngeles,0.91,2018-03-18
8744,LosAngeles,1.03,2018-03-11
8745,LosAngeles,1.1,2018-03-04
8746,LosAngeles,1.0,2018-02-25
8747,LosAngeles,1.08,2018-02-18
8748,LosAngeles,0.85,2018-02-11
8749,LosAngeles,0.73,2018-02-04
8750,LosAngeles,1.08,2018-01-28
8751,LosAngeles,1.15,2018-01-21
8752,LosAngeles,1.28,2018-01-14
8753,LosAngeles,1.04,2018-01-07
8754,Louisville,1.04,2018-03-25
8755,Louisville,1.02,2018-03-18
8756,Louisville,1.08,2018-03-11
8757,Louisville,1.15,2018-03-04
8758,Louisville,1.13,2018-02-25
8759,Louisville,1.06,2018-02-18
8760,Louisville,0.87,2018-02-11
8761,Louisville,0.84,2018-02-04
8762,Louisville,1.18,2018-01-28
8763,Louisville,1.07,2018-01-21
8764,Louisville,1.15,2018-01-14
8765,Louisville,1.0,2018-01-07
8766,MiamiFtLauderdale,1.37,2018-03-25
8767,MiamiFtLauderdale,1.17,2018-03-18
8768,MiamiFtLauderdale,1.19,2018-03-11
8769,MiamiFtLauderdale,1.14,2018-03-04
8770,MiamiFtLauderdale,1.36,2018-02-25
8771,MiamiFtLauderdale,1.34,2018-02-18
8772,MiamiFtLauderdale,1.0,2018-02-11
8773,MiamiFtLauderdale,0.98,2018-02-04
8774,MiamiFtLauderdale,1.4,2018-01-28
8775,MiamiFtLauderdale,1.19,2018-01-21
8776,MiamiFtLauderdale,1.46,2018-01-14
8777,MiamiFtLauderdale,1.22,2018-01-07
8778,Midsouth,1.14,2018-03-25
8779,Midsouth,1.03,2018-03-18
8780,Midsouth,1.15,2018-03-11
8781,Midsouth,1.2,2018-03-04
8782,Midsouth,1.24,2018-02-25
8783,Midsouth,1.25,2018-02-18
8784,Midsouth,1.1,2018-02-11
8785,Midsouth,0.96,2018-02-04
8786,Midsouth,1.19,2018-01-28
8787,Midsouth,1.13,2018-01-21
8788,Midsouth,1.28,2018-01-14
8789,Midsouth,1.2,2018-01-07
8790,Nashville,0.95,2018-03-25
8791,Nashville,0.89,2018-03-18
8792,Nashville,0.94,2018-03-11
8793,Nashville,1.03,2018-03-04
8794,Nashville,1.08,2018-02-25
8795,Nashville,1.05,2018-02-18
8796,Nashville,0.8,2018-02-11
8797,Nashville,0.8,2018-02-04
8798,Nashville,1.08,2018-01-28
8799,Nashville,1.0,2018-01-21
8800,Nashville,1.04,2018-01-14
8801,Nashville,0.85,2018-01-07
8802,NewOrleansMobile,1.04,2018-03-25
8803,NewOrleansMobile,1.02,2018-03-18
8804,NewOrleansMobile,1.05,2018-03-11
8805,NewOrleansMobile,1.03,2018-03-04
8806,NewOrleansMobile,0.98,2018-02-25
8807,NewOrleansMobile,1.02,2018-02-18
8808,NewOrleansMobile,0.97,2018-02-11
8809,NewOrleansMobile,0.76,2018-02-04
8810,NewOrleansMobile,1.08,2018-01-28
8811,NewOrleansMobile,1.04,2018-01-21
8812,NewOrleansMobile,1.15,2018-01-14
8813,NewOrleansMobile,1.15,2018-01-07
8814,NewYork,1.34,2018-03-25
8815,NewYork,1.43,2018-03-18
8816,NewYork,1.35,2018-03-11
8817,NewYork,1.23,2018-03-04
8818,NewYork,1.3,2018-02-25
8819,NewYork,1.24,2018-02-18
8820,NewYork,1.27,2018-02-11
8821,NewYork,1.28,2018-02-04
8822,NewYork,1.2,2018-01-28
8823,NewYork,1.27,2018-01-21
8824,NewYork,1.67,2018-01-14
8825,NewYork,1.67,2018-01-07
8826,Northeast,1.35,2018-03-25
8827,Northeast,1.34,2018-03-18
8828,Northeast,1.27,2018-03-11
8829,Northeast,1.22,2018-03-04
8830,Northeast,1.3,2018-02-25
8831,Northeast,1.31,2018-02-18
8832,Northeast,1.24,2018-02-11
8833,Northeast,1.22,2018-02-04
8834,Northeast,1.23,2018-01-28
8835,Northeast,1.25,2018-01-21
8836,Northeast,1.49,2018-01-14
8837,Northeast,1.43,2018-01-07
8838,NorthernNewEngland,1.46,2018-03-25
8839,NorthernNewEngland,1.4,2018-03-18
8840,NorthernNewEngland,1.08,2018-03-11
8841,NorthernNewEngland,1.35,2018-03-04
8842,NorthernNewEngland,1.38,2018-02-25
8843,NorthernNewEngland,1.35,2018-02-18
8844,NorthernNewEngland,1.11,2018-02-11
8845,NorthernNewEngland,1.06,2018-02-04
8846,NorthernNewEngland,1.44,2018-01-28
8847,NorthernNewEngland,1.33,2018-01-21
8848,NorthernNewEngland,1.42,2018-01-14
8849,NorthernNewEngland,1.17,2018-01-07
8850,Orlando,1.32,2018-03-25
8851,Orlando,1.11,2018-03-18
8852,Orlando,1.13,2018-03-11
8853,Orlando,1.13,2018-03-04
8854,Orlando,1.3,2018-02-25
8855,Orlando,1.31,2018-02-18
8856,Orlando,1.0,2018-02-11
8857,Orlando,0.99,2018-02-04
8858,Orlando,1.35,2018-01-28
8859,Orlando,1.16,2018-01-21
8860,Orlando,1.4,2018-01-14
8861,Orlando,1.19,2018-01-07
8862,Philadelphia,1.31,2018-03-25
8863,Philadelphia,1.33,2018-03-18
8864,Philadelphia,1.32,2018-03-11
8865,Philadelphia,1.36,2018-03-04
8866,Philadelphia,1.26,2018-02-25
8867,Philadelphia,1.24,2018-02-18
8868,Philadelphia,1.02,2018-02-11
8869,Philadelphia,1.12,2018-02-04
8870,Philadelphia,1.23,2018-01-28
8871,Philadelphia,1.32,2018-01-21
8872,Philadelphia,1.5,2018-01-14
8873,Philadelphia,1.56,2018-01-07
8874,PhoenixTucson,0.59,2018-03-25
8875,PhoenixTucson,0.71,2018-03-18
8876,PhoenixTucson,0.58,2018-03-11
8877,PhoenixTucson,0.61,2018-03-04
8878,PhoenixTucson,0.72,2018-02-25
8879,PhoenixTucson,0.59,2018-02-18
8880,PhoenixTucson,0.64,2018-02-11
8881,PhoenixTucson,0.59,2018-02-04
8882,PhoenixTucson,0.68,2018-01-28
8883,PhoenixTucson,0.78,2018-01-21
8884,PhoenixTucson,0.81,2018-01-14
8885,PhoenixTucson,0.89,2018-01-07
8886,Pittsburgh,1.28,2018-03-25
8887,Pittsburgh,0.98,2018-03-18
8888,Pittsburgh,1.23,2018-03-11
8889,Pittsburgh,1.23,2018-03-04
8890,Pittsburgh,0.98,2018-02-25
8891,Pittsburgh,1.21,2018-02-18
8892,Pittsburgh,1.22,2018-02-11
8893,Pittsburgh,0.98,2018-02-04
8894,Pittsburgh,1.23,2018-01-28
8895,Pittsburgh,1.01,2018-01-21
8896,Pittsburgh,1.3,2018-01-14
8897,Pittsburgh,1.3,2018-01-07
8898,Plains,1.08,2018-03-25
8899,Plains,1.06,2018-03-18
8900,Plains,1.15,2018-03-11
8901,Plains,1.15,2018-03-04
8902,Plains,1.13,2018-02-25
8903,Plains,1.2,2018-02-18
8904,Plains,1.06,2018-02-11
8905,Plains,0.91,2018-02-04
8906,Plains,0.99,2018-01-28
8907,Plains,1.18,2018-01-21
8908,Plains,1.25,2018-01-14
8909,Plains,1.17,2018-01-07
8910,Portland,1.06,2018-03-25
8911,Portland,1.04,2018-03-18
8912,Portland,1.11,2018-03-11
8913,Portland,1.16,2018-03-04
8914,Portland,1.01,2018-02-25
8915,Portland,1.06,2018-02-18
8916,Portland,1.25,2018-02-11
8917,Portland,0.88,2018-02-04
8918,Portland,1.34,2018-01-28
8919,Portland,1.17,2018-01-21
8920,Portland,1.06,2018-01-14
8921,Portland,1.22,2018-01-07
8922,RaleighGreensboro,1.24,2018-03-25
8923,RaleighGreensboro,0.92,2018-03-18
8924,RaleighGreensboro,1.2,2018-03-11
8925,RaleighGreensboro,1.28,2018-03-04
8926,RaleighGreensboro,1.28,2018-02-25
8927,RaleighGreensboro,1.29,2018-02-18
8928,RaleighGreensboro,1.1,2018-02-11
8929,RaleighGreensboro,0.97,2018-02-04
8930,RaleighGreensboro,1.34,2018-01-28
8931,RaleighGreensboro,1.12,2018-01-21
8932,RaleighGreensboro,1.29,2018-01-14
8933,RaleighGreensboro,1.3,2018-01-07
8934,RichmondNorfolk,1.1,2018-03-25
8935,RichmondNorfolk,0.98,2018-03-18
8936,RichmondNorfolk,1.0,2018-03-11
8937,RichmondNorfolk,1.14,2018-03-04
8938,RichmondNorfolk,1.13,2018-02-25
8939,RichmondNorfolk,1.18,2018-02-18
8940,RichmondNorfolk,1.01,2018-02-11
8941,RichmondNorfolk,0.86,2018-02-04
8942,RichmondNorfolk,1.21,2018-01-28
8943,RichmondNorfolk,1.12,2018-01-21
8944,RichmondNorfolk,1.19,2018-01-14
8945,RichmondNorfolk,1.03,2018-01-07
8946,Roanoke,0.99,2018-03-25
8947,Roanoke,0.97,2018-03-18
8948,Roanoke,0.93,2018-03-11
8949,Roanoke,1.07,2018-03-04
8950,Roanoke,1.06,2018-02-25
8951,Roanoke,1.06,2018-02-18
8952,Roanoke,0.85,2018-02-11
8953,Roanoke,0.82,2018-02-04
8954,Roanoke,1.14,2018-01-28
8955,Roanoke,1.11,2018-01-21
8956,Roanoke,1.09,2018-01-14
8957,Roanoke,0.93,2018-01-07
8958,Sacramento,1.13,2018-03-25
8959,Sacramento,1.14,2018-03-18
8960,Sacramento,1.18,2018-03-11
8961,Sacramento,1.18,2018-03-04
8962,Sacramento,0.99,2018-02-25
8963,Sacramento,1.19,2018-02-18
8964,Sacramento,1.07,2018-02-11
8965,Sacramento,0.86,2018-02-04
8966,Sacramento,1.32,2018-01-28
8967,Sacramento,1.15,2018-01-21
8968,Sacramento,1.31,2018-01-14
8969,Sacramento,1.35,2018-01-07
8970,SanDiego,1.1,2018-03-25
8971,SanDiego,0.92,2018-03-18
8972,SanDiego,1.14,2018-03-11
8973,SanDiego,1.24,2018-03-04
8974,SanDiego,1.07,2018-02-25
8975,SanDiego,1.23,2018-02-18
8976,SanDiego,0.93,2018-02-11
8977,SanDiego,0.88,2018-02-04
8978,SanDiego,1.07,2018-01-28
8979,SanDiego,1.26,2018-01-21
8980,SanDiego,1.41,2018-01-14
8981,SanDiego,1.18,2018-01-07
8982,SanFrancisco,1.01,2018-03-25
8983,SanFrancisco,1.38,2018-03-18
8984,SanFrancisco,1.29,2018-03-11
8985,SanFrancisco,1.16,2018-03-04
8986,SanFrancisco,1.17,2018-02-25
8987,SanFrancisco,1.06,2018-02-18
8988,SanFrancisco,1.32,2018-02-11
8989,SanFrancisco,0.84,2018-02-04
8990,SanFrancisco,1.38,2018-01-28
8991,SanFrancisco,1.01,2018-01-21
8992,SanFrancisco,1.21,2018-01-14
8993,SanFrancisco,1.46,2018-01-07
8994,Seattle,1.4,2018-03-25
8995,Seattle,1.21,2018-03-18
8996,Seattle,1.42,2018-03-11
8997,Seattle,1.43,2018-03-04
8998,Seattle,1.22,2018-02-25
8999,Seattle,1.46,2018-02-18
9000,Seattle,1.4,2018-02-11
9001,Seattle,1.04,2018-02-04
9002,Seattle,1.34,2018-01-28
9003,Seattle,1.31,2018-01-21
9004,Seattle,1.26,2018-01-14
9005,Seattle,1.43,2018-01-07
9006,SouthCarolina,1.19,2018-03-25
9007,SouthCarolina,1.06,2018-03-18
9008,SouthCarolina,1.13,2018-03-11
9009,SouthCarolina,1.16,2018-03-04
9010,SouthCarolina,1.25,2018-02-25
9011,SouthCarolina,1.2,2018-02-18
9012,SouthCarolina,1.05,2018-02-11
9013,SouthCarolina,0.96,2018-02-04
9014,SouthCarolina,1.22,2018-01-28
9015,SouthCarolina,1.1,2018-01-21
9016,SouthCarolina,1.24,2018-01-14
9017,SouthCarolina,1.19,2018-01-07
9018,SouthCentral,0.7,2018-03-25
9019,SouthCentral,0.86,2018-03-18
9020,SouthCentral,0.89,2018-03-11
9021,SouthCentral,0.79,2018-03-04
9022,SouthCentral,0.76,2018-02-25
9023,SouthCentral,0.78,2018-02-18
9024,SouthCentral,0.7,2018-02-11
9025,SouthCentral,0.65,2018-02-04
9026,SouthCentral,0.82,2018-01-28
9027,SouthCentral,0.86,2018-01-21
9028,SouthCentral,0.96,2018-01-14
9029,SouthCentral,0.9,2018-01-07
9030,Southeast,1.23,2018-03-25
9031,Southeast,1.07,2018-03-18
9032,Southeast,1.1,2018-03-11
9033,Southeast,1.12,2018-03-04
9034,Southeast,1.23,2018-02-25
9035,Southeast,1.23,2018-02-18
9036,Southeast,0.97,2018-02-11
9037,Southeast,0.95,2018-02-04
9038,Southeast,1.27,2018-01-28
9039,Southeast,1.14,2018-01-21
9040,Southeast,1.31,2018-01-14
9041,Southeast,1.14,2018-01-07
9042,Spokane,1.15,2018-03-25
9043,Spokane,1.17,2018-03-18
9044,Spokane,1.3,2018-03-11
9045,Spokane,1.19,2018-03-04
9046,Spokane,1.16,2018-02-25
9047,Spokane,1.28,2018-02-18
9048,Spokane,1.16,2018-02-11
9049,Spokane,0.98,2018-02-04
9050,Spokane,1.16,2018-01-28
9051,Spokane,1.07,2018-01-21
9052,Spokane,1.2,2018-01-14
9053,Spokane,1.18,2018-01-07
9054,StLouis,1.25,2018-03-25
9055,StLouis,1.07,2018-03-18
9056,StLouis,1.02,2018-03-11
9057,StLouis,1.32,2018-03-04
9058,StLouis,1.29,2018-02-25
9059,StLouis,1.22,2018-02-18
9060,StLouis,1.15,2018-02-11
9061,StLouis,0.9,2018-02-04
9062,StLouis,1.24,2018-01-28
9063,StLouis,1.05,2018-01-21
9064,StLouis,1.36,2018-01-14
9065,StLouis,1.34,2018-01-07
9066,Syracuse,1.38,2018-03-25
9067,Syracuse,1.2,2018-03-18
9068,Syracuse,1.12,2018-03-11
9069,Syracuse,1.1,2018-03-04
9070,Syracuse,1.24,2018-02-25
9071,Syracuse,1.3,2018-02-18
9072,Syracuse,1.3,2018-02-11
9073,Syracuse,1.15,2018-02-04
9074,Syracuse,1.34,2018-01-28
9075,Syracuse,1.45,2018-01-21
9076,Syracuse,1.31,2018-01-14
9077,Syracuse,1.21,2018-01-07
9078,Tampa,1.33,2018-03-25
9079,Tampa,1.13,2018-03-18
9080,Tampa,1.16,2018-03-11
9081,Tampa,1.14,2018-03-04
9082,Tampa,1.3,2018-02-25
9083,Tampa,1.33,2018-02-18
9084,Tampa,1.0,2018-02-11
9085,Tampa,0.98,2018-02-04
9086,Tampa,1.36,2018-01-28
9087,Tampa,1.17,2018-01-21
9088,Tampa,1.41,2018-01-14
9089,Tampa,1.2,2018-01-07
9090,TotalUS,1.03,2018-03-25
9091,TotalUS,1.05,2018-03-18
9092,TotalUS,1.09,2018-03-11
9093,TotalUS,1.07,2018-03-04
9094,TotalUS,1.06,2018-02-25
9095,TotalUS,1.08,2018-02-18
9096,TotalUS,0.97,2018-02-11
9097,TotalUS,0.87,2018-02-04
9098,TotalUS,1.09,2018-01-28
9099,TotalUS,1.08,2018-01-21
9100,TotalUS,1.2,2018-01-14
9101,TotalUS,1.13,2018-01-07
9102,West,0.93,2018-03-25
9103,West,0.99,2018-03-18
9104,West,1.0,2018-03-11
9105,West,0.96,2018-03-04
9106,West,0.97,2018-02-25
9107,West,0.98,2018-02-18
9108,West,0.93,2018-02-11
9109,West,0.83,2018-02-04
9110,West,1.01,2018-01-28
9111,West,1.04,2018-01-21
9112,West,1.05,2018-01-14
9113,West,1.08,2018-01-07
9114,WestTexNewMexico,0.84,2018-03-25
9115,WestTexNewMexico,0.88,2018-03-18
9116,WestTexNewMexico,0.94,2018-03-11
9117,WestTexNewMexico,0.88,2018-03-04
9118,WestTexNewMexico,0.88,2018-02-25
9119,WestTexNewMexico,0.89,2018-02-18
9120,WestTexNewMexico,0.75,2018-02-11
9121,WestTexNewMexico,0.76,2018-02-04
9122,WestTexNewMexico,0.85,2018-01-28
9123,WestTexNewMexico,0.84,2018-01-21
9124,WestTexNewMexico,0.9,2018-01-14
9125,WestTexNewMexico,0.88,2018-01-07
9126,Albany,1.83,2015-12-27
9127,Albany,1.89,2015-12-20
9128,Albany,1.85,2015-12-13
9129,Albany,1.84,2015-12-06
9130,Albany,1.94,2015-11-29
9131,Albany,1.94,2015-11-22
9132,Albany,1.89,2015-11-15
9133,Albany,1.88,2015-11-08
9134,Albany,1.88,2015-11-01
9135,Albany,1.83,2015-10-25
9136,Albany,1.97,2015-10-18
9137,Albany,1.9,2015-10-11
9138,Albany,1.98,2015-10-04
9139,Albany,1.98,2015-09-27
9140,Albany,1.98,2015-09-20
9141,Albany,1.99,2015-09-13
9142,Albany,1.86,2015-09-06
9143,Albany,1.88,2015-08-30
9144,Albany,1.87,2015-08-23
9145,Albany,2.0,2015-08-16
9146,Albany,1.88,2015-08-09
9147,Albany,2.0,2015-08-02
9148,Albany,2.01,2015-07-26
9149,Albany,2.08,2015-07-19
9150,Albany,2.01,2015-07-12
9151,Albany,2.04,2015-07-05
9152,Albany,2.02,2015-06-28
9153,Albany,2.09,2015-06-21
9154,Albany,2.03,2015-06-14
9155,Albany,1.93,2015-06-07
9156,Albany,1.9,2015-05-31
9157,Albany,1.93,2015-05-24
9158,Albany,1.87,2015-05-17
9159,Albany,1.98,2015-05-10
9160,Albany,2.03,2015-05-03
9161,Albany,1.9,2015-04-26
9162,Albany,1.96,2015-04-19
9163,Albany,1.76,2015-04-12
9164,Albany,1.93,2015-04-05
9165,Albany,1.93,2015-03-29
9166,Albany,1.86,2015-03-22
9167,Albany,1.79,2015-03-15
9168,Albany,1.79,2015-03-08
9169,Albany,1.76,2015-03-01
9170,Albany,1.82,2015-02-22
9171,Albany,1.81,2015-02-15
9172,Albany,1.59,2015-02-08
9173,Albany,1.83,2015-02-01
9174,Albany,1.89,2015-01-25
9175,Albany,1.93,2015-01-18
9176,Albany,1.77,2015-01-11
9177,Albany,1.79,2015-01-04
9178,Atlanta,1.84,2015-12-27
9179,Atlanta,1.89,2015-12-20
9180,Atlanta,1.78,2015-12-13
9181,Atlanta,1.48,2015-12-06
9182,Atlanta,1.37,2015-11-29
9183,Atlanta,1.88,2015-11-22
9184,Atlanta,1.85,2015-11-15
9185,Atlanta,1.74,2015-11-08
9186,Atlanta,1.79,2015-11-01
9187,Atlanta,1.87,2015-10-25
9188,Atlanta,1.94,2015-10-18
9189,Atlanta,1.75,2015-10-11
9190,Atlanta,1.79,2015-10-04
9191,Atlanta,2.01,2015-09-27
9192,Atlanta,2.04,2015-09-20
9193,Atlanta,2.0,2015-09-13
9194,Atlanta,1.98,2015-09-06
9195,Atlanta,1.53,2015-08-30
9196,Atlanta,1.52,2015-08-23
9197,Atlanta,1.83,2015-08-16
9198,Atlanta,2.01,2015-08-09
9199,Atlanta,1.8,2015-08-02
9200,Atlanta,1.56,2015-07-26
9201,Atlanta,1.29,2015-07-19
9202,Atlanta,1.6,2015-07-12
9203,Atlanta,1.5,2015-07-05
9204,Atlanta,1.39,2015-06-28
9205,Atlanta,1.83,2015-06-21
9206,Atlanta,1.85,2015-06-14
9207,Atlanta,1.74,2015-06-07
9208,Atlanta,1.84,2015-05-31
9209,Atlanta,1.74,2015-05-24
9210,Atlanta,1.78,2015-05-17
9211,Atlanta,1.82,2015-05-10
9212,Atlanta,2.03,2015-05-03
9213,Atlanta,2.01,2015-04-26
9214,Atlanta,1.63,2015-04-19
9215,Atlanta,1.79,2015-04-12
9216,Atlanta,1.74,2015-04-05
9217,Atlanta,1.88,2015-03-29
9218,Atlanta,1.62,2015-03-22
9219,Atlanta,1.19,2015-03-15
9220,Atlanta,1.22,2015-03-08
9221,Atlanta,1.22,2015-03-01
9222,Atlanta,1.38,2015-02-22
9223,Atlanta,1.46,2015-02-15
9224,Atlanta,1.29,2015-02-08
9225,Atlanta,1.44,2015-02-01
9226,Atlanta,1.87,2015-01-25
9227,Atlanta,1.86,2015-01-18
9228,Atlanta,1.84,2015-01-11
9229,Atlanta,1.76,2015-01-04
9230,BaltimoreWashington,1.51,2015-12-27
9231,BaltimoreWashington,1.67,2015-12-20
9232,BaltimoreWashington,1.72,2015-12-13
9233,BaltimoreWashington,1.46,2015-12-06
9234,BaltimoreWashington,1.32,2015-11-29
9235,BaltimoreWashington,1.39,2015-11-22
9236,BaltimoreWashington,1.64,2015-11-15
9237,BaltimoreWashington,1.65,2015-11-08
9238,BaltimoreWashington,1.6,2015-11-01
9239,BaltimoreWashington,1.59,2015-10-25
9240,BaltimoreWashington,1.54,2015-10-18
9241,BaltimoreWashington,1.53,2015-10-11
9242,BaltimoreWashington,1.63,2015-10-04
9243,BaltimoreWashington,1.7,2015-09-27
9244,BaltimoreWashington,1.35,2015-09-20
9245,BaltimoreWashington,1.6,2015-09-13
9246,BaltimoreWashington,1.58,2015-09-06
9247,BaltimoreWashington,1.6,2015-08-30
9248,BaltimoreWashington,1.72,2015-08-23
9249,BaltimoreWashington,1.75,2015-08-16
9250,BaltimoreWashington,1.66,2015-08-09
9251,BaltimoreWashington,1.72,2015-08-02
9252,BaltimoreWashington,1.72,2015-07-26
9253,BaltimoreWashington,1.81,2015-07-19
9254,BaltimoreWashington,1.7,2015-07-12
9255,BaltimoreWashington,1.69,2015-07-05
9256,BaltimoreWashington,1.7,2015-06-28
9257,BaltimoreWashington,1.69,2015-06-21
9258,BaltimoreWashington,1.61,2015-06-14
9259,BaltimoreWashington,1.71,2015-06-07
9260,BaltimoreWashington,1.69,2015-05-31
9261,BaltimoreWashington,1.69,2015-05-24
9262,BaltimoreWashington,1.42,2015-05-17
9263,BaltimoreWashington,1.7,2015-05-10
9264,BaltimoreWashington,1.66,2015-05-03
9265,BaltimoreWashington,1.7,2015-04-26
9266,BaltimoreWashington,1.64,2015-04-19
9267,BaltimoreWashington,1.66,2015-04-12
9268,BaltimoreWashington,1.63,2015-04-05
9269,BaltimoreWashington,1.63,2015-03-29
9270,BaltimoreWashington,1.25,2015-03-22
9271,BaltimoreWashington,1.59,2015-03-15
9272,BaltimoreWashington,1.56,2015-03-08
9273,BaltimoreWashington,1.58,2015-03-01
9274,BaltimoreWashington,1.19,2015-02-22
9275,BaltimoreWashington,1.56,2015-02-15
9276,BaltimoreWashington,1.43,2015-02-08
9277,BaltimoreWashington,1.15,2015-02-01
9278,BaltimoreWashington,1.41,2015-01-25
9279,BaltimoreWashington,1.41,2015-01-18
9280,BaltimoreWashington,1.22,2015-01-11
9281,BaltimoreWashington,1.29,2015-01-04
9282,Boise,0.91,2015-12-27
9283,Boise,1.17,2015-12-20
9284,Boise,0.87,2015-12-13
9285,Boise,1.36,2015-12-06
9286,Boise,1.34,2015-11-29
9287,Boise,1.54,2015-11-22
9288,Boise,1.78,2015-11-15
9289,Boise,1.5,2015-11-08
9290,Boise,1.16,2015-11-01
9291,Boise,1.95,2015-10-25
9292,Boise,2.05,2015-10-18
9293,Boise,1.95,2015-10-11
9294,Boise,1.83,2015-10-04
9295,Boise,2.02,2015-09-27
9296,Boise,1.93,2015-09-20
9297,Boise,2.28,2015-09-13
9298,Boise,2.35,2015-09-06
9299,Boise,1.47,2015-08-30
9300,Boise,2.29,2015-08-23
9301,Boise,1.69,2015-08-16
9302,Boise,1.91,2015-08-09
9303,Boise,2.15,2015-08-02
9304,Boise,2.08,2015-07-26
9305,Boise,1.45,2015-07-19
9306,Boise,2.05,2015-07-12
9307,Boise,2.18,2015-07-05
9308,Boise,1.58,2015-06-28
9309,Boise,1.49,2015-06-21
9310,Boise,2.18,2015-06-14
9311,Boise,2.24,2015-06-07
9312,Boise,1.54,2015-05-31
9313,Boise,1.97,2015-05-24
9314,Boise,1.92,2015-05-17
9315,Boise,1.71,2015-05-10
9316,Boise,1.55,2015-05-03
9317,Boise,1.36,2015-04-26
9318,Boise,1.69,2015-04-19
9319,Boise,1.41,2015-04-12
9320,Boise,1.83,2015-04-05
9321,Boise,1.52,2015-03-29
9322,Boise,1.51,2015-03-22
9323,Boise,1.63,2015-03-15
9324,Boise,1.5,2015-03-08
9325,Boise,1.68,2015-03-01
9326,Boise,1.75,2015-02-22
9327,Boise,1.62,2015-02-15
9328,Boise,1.35,2015-02-08
9329,Boise,1.43,2015-02-01
9330,Boise,1.82,2015-01-25
9331,Boise,1.44,2015-01-18
9332,Boise,1.44,2015-01-11
9333,Boise,1.64,2015-01-04
9334,Boston,1.48,2015-12-27
9335,Boston,1.41,2015-12-20
9336,Boston,1.55,2015-12-13
9337,Boston,1.29,2015-12-06
9338,Boston,1.28,2015-11-29
9339,Boston,1.27,2015-11-22
9340,Boston,1.15,2015-11-15
9341,Boston,1.22,2015-11-08
9342,Boston,1.3,2015-11-01
9343,Boston,1.27,2015-10-25
9344,Boston,1.26,2015-10-18
9345,Boston,1.26,2015-10-11
9346,Boston,1.28,2015-10-04
9347,Boston,2.0,2015-09-27
9348,Boston,2.01,2015-09-20
9349,Boston,2.0,2015-09-13
9350,Boston,1.97,2015-09-06
9351,Boston,2.03,2015-08-30
9352,Boston,2.0,2015-08-23
9353,Boston,2.09,2015-08-16
9354,Boston,2.02,2015-08-09
9355,Boston,2.12,2015-08-02
9356,Boston,2.02,2015-07-26
9357,Boston,2.05,2015-07-19
9358,Boston,2.19,2015-07-12
9359,Boston,2.13,2015-07-05
9360,Boston,2.03,2015-06-28
9361,Boston,2.06,2015-06-21
9362,Boston,2.03,2015-06-14
9363,Boston,2.0,2015-06-07
9364,Boston,1.94,2015-05-31
9365,Boston,1.94,2015-05-24
